target_id	length	eff_length	est_counts	tpm
ENST00000620756.1	107	26.1157	0	0
ENST00000621236.1	107	26.1157	0	0
ENST00000612283.1	107	26.1157	0	0
ENST00000617512.1	107	26.1157	0	0
ENST00000622103.1	107	26.1157	0	0
ENST00000615903.1	107	26.1157	0	0
ENST00000616830.1	106	25.9448	0	0
ENST00000610987.1	107	26.1157	0	0
ENST00000612589.1	107	26.1157	0	0
ENST00000620701.1	107	26.1157	0	0
ENST00000614774.1	164	56.08	0	0
ENST00000621107.1	162	54.6717	0	0
ENST00000619524.1	165	56.7703	0	0
ENST00000612176.1	107	26.1157	0	0
ENST00000616468.1	107	26.1157	0	0
ENST00000620122.1	107	26.1157	0	0
ENST00000621753.1	107	26.1157	0	0
ENST00000614042.1	107	26.1157	0	0
ENST00000613962.1	107	26.1157	0	0
ENST00000610860.1	107	26.1157	0	0
ENST00000618624.1	107	26.1157	0	0
ENST00000615657.1	107	26.1157	0	0
ENST00000516570.2	104	25.3193	0	0
ENST00000410416.2	107	26.1157	0	0
ENST00000614719.1	107	26.1157	0	0
ENST00000516518.2	105	25.5741	0	0
ENST00000612763.1	107	26.1157	0	0
ENST00000622163.1	107	26.1157	0	0
ENST00000612506.1	104	25.3193	0	0
ENST00000619328.1	107	26.1157	0	0
ENST00000611407.1	176	64.4225	0	0
ENST00000618083.1	144	43.9385	0	0
ENST00000619109.1	164	56.08	1.77778	5.45088
ENST00000572460.1	107	26.1157	0	0
ENST00000622286.1	107	26.1157	0	0
ENST00000613601.1	104	25.3193	0	0
ENST00000615218.1	107	26.1157	0	0
ENST00000612925.1	176	64.4225	0	0
ENST00000621250.1	98	23.3647	0	0
ENST00000618997.1	107	26.1157	0	0
ENST00000572849.1	165	56.7703	0	0
ENST00000618851.1	107	26.1157	0	0
ENST00000611089.1	107	26.1157	0	0
ENST00000516430.2	107	26.1157	0	0
ENST00000575271.1	107	26.1157	0	0
ENST00000614083.1	180	67.2425	0	0
ENST00000611896.1	176	64.4225	0	0
ENST00000612508.1	107	26.1157	0	0
ENST00000617996.1	104	25.3193	0	0
ENST00000610366.1	107	26.1157	0	0
ENST00000611062.1	113	28.5838	0	0
ENST00000613955.1	104	25.3193	0	0
ENST00000615356.1	107	26.1157	0	0
ENST00000610702.1	163	55.3614	0	0
ENST00000614520.1	103	24.9349	0	0
ENST00000621409.1	113	28.5838	0	0
ENST00000616185.1	107	26.1157	0	0
ENST00000622869.1	98	23.3647	0	0
ENST00000619058.1	165	56.7703	0	0
ENST00000621035.1	107	26.1157	0	0
ENST00000622384.1	107	26.1157	0	0
ENST00000612437.1	176	64.4225	0	0
ENST00000610695.1	103	24.9349	0	0
ENST00000574861.1	103	24.9349	0	0
ENST00000614682.1	105	25.5741	0.5	3.36176
ENST00000619359.1	103	24.9349	0	0
ENST00000613320.1	107	26.1157	0	0
ENST00000517091.1	106	25.9448	0	0
ENST00000516364.1	107	26.1157	0	0
ENST00000516514.1	107	26.1157	0	0
ENST00000516161.1	162	54.6717	0	0
ENST00000516957.1	105	25.5741	0	0
ENST00000516704.1	160	53.2848	0	0
ENST00000516357.1	160	53.2848	0	0
ENST00000516400.1	162	54.6717	0	0
ENST00000516346.1	108	26.4983	0	0
ENST00000516663.1	105	25.5741	0	0
ENST00000615132.1	104	25.3193	0	0
ENST00000516032.1	105	25.5741	0	0
ENST00000617976.1	103	24.9349	0	0
ENST00000610299.1	107	26.1157	0	0
ENST00000580354.1	100	24.085	0	0
ENST00000516816.1	164	56.08	0	0
ENST00000578738.1	103	24.9349	0.142857	0.985124
ENST00000580281.1	149	46.7291	0	0
ENST00000584237.1	107	26.1157	0	0
ENST00000517139.1	104	25.3193	0	0
ENST00000611790.1	103	24.9349	0	0
ENST00000516872.1	164	56.08	0	0
ENST00000516659.1	191	75.2855	0	0
ENST00000515962.2	104	25.3193	0	0
ENST00000516155.2	62	12.9381	0	0
ENST00000516108.1	154	49.6189	0	0
ENST00000516617.1	154	49.6189	0	0
ENST00000572180.1	141	42.307	0	0
ENST00000516494.2	104	25.3193	0	0
ENST00000620968.1	107	26.1157	0	0
ENST00000621978.1	107	26.1157	0	0
ENST00000612108.1	122	32.6211	0	0
ENST00000618470.1	111	27.7901	0	0
ENST00000629478.1	114	29.0901	0	0
ENST00000627793.1	164	56.08	0	0
ENST00000629966.1	98	23.3647	0	0
ENST00000631612.1	107	26.1157	0	0
ENST00000632886.1	107	26.1157	0	0
ENST00000384056.2	104	25.3193	0	0
ENST00000384746.2	103	24.9349	0	0
ENST00000583652.1	100	24.085	0	0
ENST00000577780.1	107	26.1157	0	0
ENST00000577293.1	100	24.085	0	0
ENST00000579550.1	107	26.1157	0	0
ENST00000577825.1	148	46.196	0	0
ENST00000582199.1	148	46.196	0	0
ENST00000579987.1	149	46.7291	0	0
ENST00000584937.1	144	43.9385	0	0
ENST00000580475.1	164	56.08	0	0
ENST00000633131.1	107	26.1157	0	0
ENST00000633683.1	107	26.1157	0	0
ENST00000635512.1	103	24.9349	0	0
ENST00000584269.1	100	24.085	0	0
ENST00000584333.1	100	24.085	0	0
ENST00000583231.1	107	26.1157	0	0
ENST00000579440.1	103	24.9349	0.142857	0.985124
ENST00000581325.1	152	48.5424	0	0
ENST00000578062.1	107	26.1157	0	0
ENST00000578081.1	149	46.7291	0	0
ENST00000583575.1	164	56.08	0	0
ENST00000578508.1	148	46.196	0	0
ENST00000578102.1	148	46.196	0	0
ENST00000584076.1	100	24.085	0	0
ENST00000581785.1	100	24.085	0	0
ENST00000584993.1	103	24.9349	0.142857	0.985124
ENST00000585125.1	147	45.584	0	0
ENST00000583936.1	147	45.584	0	0
ENST00000579167.1	149	46.7291	0	0
ENST00000583433.1	107	26.1157	0	0
ENST00000629187.1	64	13.5277	0	0
ENST00000580668.1	100	24.085	0	0
ENST00000585053.1	100	24.085	0	0
ENST00000583551.1	107	26.1157	0	0
ENST00000579614.1	103	24.9349	0.142857	0.985124
ENST00000579513.1	152	48.5424	0	0
ENST00000584018.1	148	46.196	0	0
ENST00000581308.1	107	26.1157	0	0
ENST00000579598.1	100	24.085	0	0
ENST00000581939.1	103	24.9349	0.142857	0.985124
ENST00000581728.1	107	26.1157	0	0
ENST00000577618.1	149	46.7291	0	0
ENST00000583333.1	100	24.085	0	0
ENST00000581846.1	107	26.1157	0	0
ENST00000583133.1	103	24.9349	0.142857	0.985124
ENST00000580213.1	149	46.7291	0	0
ENST00000582197.1	107	26.1157	0	0
ENST00000582426.1	147	45.584	0	0
ENST00000582932.1	100	24.085	0	0
ENST00000581688.1	147	45.584	0	0
ENST00000634388.1	108	26.4983	0	0
ENST00000636720.1	104	25.3193	0	0
ENST00000620684.1	176	64.4225	0	0
ENST00000384745.1	107	26.1157	0	0
ENST00000516653.1	101	24.2818	0	0
ENST00000391262.1	107	26.1157	0	0
ENST00000516042.1	105	25.5741	0	0
ENST00000411146.1	174	63.0417	7	19.0927
ENST00000391307.1	165	56.7703	0	0
ENST00000365469.1	141	42.307	0	0
ENST00000384369.1	107	26.1157	0	0
ENST00000516163.1	102	24.5678	0	0
ENST00000384075.1	107	26.1157	0	0
ENST00000637157.1	84	18.8128	0	0
ENST00000639198.1	82	18.1764	0	0
ENST00000363343.1	108	26.4983	0	0
ENST00000638544.1	107	26.1157	0	0
ENST00000615686.1	107	26.1157	0	0
ENST00000384060.1	104	25.3193	0	0
ENST00000411092.1	107	26.1157	0	0
ENST00000516438.2	60	12.2476	0	0
ENST00000363970.1	107	26.1157	0	0
ENST00000516690.1	95	22.2596	0	0
ENST00000517119.1	105	25.5741	0	0
ENST00000516588.1	111	27.7901	0	0
ENST00000516986.1	93	21.5004	0	0
ENST00000364792.1	103	24.9349	0	0
ENST00000458752.1	63	13.1562	0	0
ENST00000459343.1	62	12.9381	0	0
ENST00000384195.1	107	26.1157	0	0
ENST00000364383.1	140	41.7409	0	0
ENST00000363397.1	104	25.3193	0	0
ENST00000362511.1	107	26.1157	0	0
ENST00000365528.1	109	26.9501	0	0
ENST00000365563.1	107	26.1157	0	0
ENST00000410554.1	91	20.9027	0	0
ENST00000384085.1	107	26.1157	0	0
ENST00000410859.1	97	22.9842	0	0
ENST00000516699.1	126	34.519	0	0
ENST00000515944.1	104	25.3193	0	0
ENST00000516526.1	102	24.5678	0	0
ENST00000364285.1	165	56.7703	0	0
ENST00000517143.1	103	24.9349	0	0
ENST00000640459.1	107	26.1157	0	0
ENST00000390834.1	107	26.1157	0	0
ENST00000645581.1	104	25.3193	0	0
ENST00000362728.1	107	26.1157	0	0
ENST00000516797.1	99	23.82	0	0
ENST00000638196.1	107	26.1157	0	0
ENST00000411404.1	190	74.5402	0	0
ENST00000516576.1	104	25.3193	0	0
ENST00000646555.1	107	26.1157	0	0
ENST00000640936.1	107	26.1157	0	0
ENST00000645734.1	107	26.1157	0	0
ENST00000390945.1	109	26.9501	0	0
ENST00000362700.1	106	25.9448	0	0
ENST00000362933.1	107	26.1157	0	0
ENST00000364310.1	107	26.1157	0	0
ENST00000516146.1	107	26.1157	0	0
ENST00000458943.1	161	53.9282	0	0
ENST00000384625.1	110	27.3012	0	0
ENST00000516074.1	71	15.0491	0	0
ENST00000363361.1	144	43.9385	0	0
ENST00000364351.1	143	43.4723	0	0
ENST00000384325.1	106	25.9448	0	0
ENST00000384074.1	107	26.1157	0	0
ENST00000459405.1	76	16.4377	0	0
ENST00000516731.1	104	25.3193	0	0
ENST00000516658.1	105	25.5741	0	0
ENST00000516845.1	62	12.9381	0	0
ENST00000383983.1	107	26.1157	0	0
ENST00000365316.1	104	25.3193	0	0
ENST00000516282.1	102	24.5678	0	0
ENST00000384429.1	107	26.1157	0	0
ENST00000459331.1	62	12.9381	0	0
ENST00000516280.1	125	34.0419	0	0
ENST00000459304.1	62	12.9381	0	0
ENST00000364872.1	108	26.4983	0	0
ENST00000362935.1	165	56.7703	0	0
ENST00000642702.1	103	24.9349	0	0
ENST00000642786.1	106	25.9448	0	0
ENST00000644437.1	107	26.1157	0	0
ENST00000643176.1	62	12.9381	0	0
ENST00000644344.1	106	25.9448	0	0
ENST00000646220.1	111	27.7901	0.5	3.09369
ENST00000645852.1	107	26.1157	0	0
ENST00000645166.1	103	24.9349	0	0
ENST00000516740.1	103	24.9349	0	0
ENST00000642968.1	118	30.6868	0	0
ENST00000384474.1	107	26.1157	0	0
ENST00000364151.1	106	25.9448	0	0
ENST00000364502.1	107	26.1157	0	0
ENST00000613107.1	107	26.1157	0	0
ENST00000612550.1	106	25.9448	0	0
ENST00000390914.1	107	26.1157	0	0
ENST00000615943.1	113	28.5838	0	0
ENST00000363573.1	105	25.5741	0	0
ENST00000383888.1	105	25.5741	0	0
ENST00000362825.1	109	26.9501	0	0
ENST00000517100.1	61	12.5153	0	0
ENST00000362378.1	107	26.1157	0	0
ENST00000516176.1	102	24.5678	0	0
ENST00000363813.1	104	25.3193	0	0
ENST00000640947.1	107	26.1157	0	0
ENST00000640667.1	107	26.1157	0	0
ENST00000411355.1	107	26.1157	0	0
ENST00000672203.1	111	27.7901	0	0
ENST00000410507.1	111	27.7901	0	0
ENST00000411348.1	103	24.9349	0	0
ENST00000384235.1	107	26.1157	0	0
ENST00000362627.1	173	62.3707	0	0
ENST00000410794.1	178	65.8419	0	0
ENST00000364951.1	139	41.1397	0	0
ENST00000362897.1	107	26.1157	0	0
ENST00000639545.2	107	26.1157	0	0
ENST00000672458.1	104	25.3193	0	0
ENST00000516810.1	97	22.9842	0	0
ENST00000364424.1	107	26.1157	0	0
ENST00000364900.1	104	25.3193	0	0
ENST00000516332.1	98	23.3647	0	0
ENST00000673263.1	103	24.9349	0	0
ENST00000391253.1	100	24.085	0	0
ENST00000516788.1	62	12.9381	0	0
ENST00000516826.1	190	74.5402	0	0
ENST00000516294.1	104	25.3193	0	0
ENST00000642234.1	101	24.2818	0.5	3.54067
ENST00000384704.1	105	25.5741	0	0
ENST00000384602.1	108	26.4983	0	0
ENST00000383989.1	107	26.1157	0	0
ENST00000384006.1	107	26.1157	0	0
ENST00000384394.1	106	25.9448	0	0
ENST00000384256.1	107	26.1157	0	0
ENST00000458919.1	62	12.9381	0	0
ENST00000516602.1	101	24.2818	0	0
ENST00000459221.1	62	12.9381	0	0
ENST00000384169.1	107	26.1157	0	0
ENST00000391258.1	106	25.9448	0	0
ENST00000362356.1	103	24.9349	0	0
ENST00000364471.1	107	26.1157	0	0
ENST00000384376.1	107	26.1157	0	0
ENST00000364522.1	103	24.9349	0	0
ENST00000362731.1	107	26.1157	0	0
ENST00000384755.1	107	26.1157	0	0
ENST00000410878.1	191	75.2855	0	0
ENST00000364956.1	107	26.1157	0	0
ENST00000410508.1	191	75.2855	0	0
ENST00000391193.1	108	26.4983	0	0
ENST00000619194.1	103	24.9349	0	0
ENST00000364401.1	164	56.08	0	0
ENST00000384099.1	108	26.4983	0	0
ENST00000391244.1	107	26.1157	0	0
ENST00000517001.1	107	26.1157	0	0
ENST00000391321.1	108	26.4983	0	0
ENST00000410735.1	107	26.1157	0	0
ENST00000364573.1	106	25.9448	0	0
ENST00000410190.1	107	26.1157	0	0
ENST00000384784.1	106	25.9448	0	0
ENST00000384025.1	107	26.1157	0	0
ENST00000384306.1	106	25.9448	0	0
ENST00000384137.1	107	26.1157	0	0
ENST00000517121.1	99	23.82	0	0
ENST00000384314.1	107	26.1157	0	0
ENST00000410182.1	104	25.3193	0	0
ENST00000365329.1	160	53.2848	0	0
ENST00000410864.1	94	21.8581	0	0
ENST00000516396.1	105	25.5741	0	0
ENST00000365181.1	106	25.9448	0	0
ENST00000384600.1	107	26.1157	0	0
ENST00000516682.1	145	44.5101	0	0
ENST00000410680.1	190	74.5402	0	0
ENST00000362995.1	107	26.1157	0	0
ENST00000384787.1	107	26.1157	0	0
ENST00000672529.1	106	25.9448	0	0
ENST00000365477.1	164	56.08	1	3.06612
ENST00000384726.1	107	26.1157	4	26.3363
ENST00000516794.1	89	20.1947	0	0
ENST00000384491.1	166	57.469	0	0
ENST00000646237.1	102	24.5678	0	0
ENST00000365608.1	104	25.3193	0	0
